20160720,5,3,500
20160720,6,1,5000
20160720,6,2,5000
20160720,6,3,5000
20160721,1,1,5000
20160721,1,2,20
20160721,1,3,100
20160721,2,1,2000
20160721,2,2,2000
20160721,2,3,2000
20160721,3,1,4000
20160721,3,2,3000
20160721,3,3,2000
20160721,4,1,1000
20160721,4,2,1000
20160721,4,3,1000
20160721,5,1,500
20160721,5,2,500
20160721,5,3,500
20160721,6,1,5000
20160721,6,2,5000
20160721,6,3,5000
20160722,1,1,5000
20160722,1,2,20
20160722,1,3,100
20160722,2,1,2000
20160722,2,2,2000
20160722,2,3,2000
20160722,3,1,4000
20160722,3,2,3000
20160722,3,3,2000
20160722,4,1,1000
20160722,4,2,1000
20160722,4,3,1000
20160722,5,1,500
20160722,5,2,500
20160722,5,3,500
20160722,6,1,5000
20160722,6,2,5000
20160722,6,3,5000
20160723,1,1,5000
20160723,1,2,20
20160723,1,3,100
20160723,2,1,2000
20160723,2,2,2000
20160723,2,3,2000
20160723,3,1,4000
20160723,3,2,3000
20160723,3,3,2000
20160723,4,1,1000
20160723,4,2,1000
20160723,4,3,1000
20160723,5,1,500
20160723,5,2,500
20160723,5,3,500
20160723,6,1,5000
20160723,6,2,5000
20160723,6,3,5000
20160724,1,1,5000
20160724,1,2,20
20160724,1,3,100
20160724,2,1,2000
20160724,2,2,2000
20160724,2,3,2000
20160724,3,1,4000
20160724,3,2,3000
20160724,3,3,2000
20160724,4,1,1000
20160724,4,2,1000
20160724,4,3,1000
20160724,5,1,500
20160724,5,2,500
20160724,5,3,500
20160724,6,1,5000
20160724,6,2,5000
20160724,6,3,5000
20160725,1,1,5000
20160725,1,2,20
20160725,1,3,100
20160725,2,1,2000
20160725,2,2,2000
20160725,2,3,2000
20160725,3,1,4000
20160725,3,2,3000
20160725,3,3,2000
20160725,4,1,1000
20160725,4,2,1000
20160725,4,3,1000
20160725,5,1,500
20160725,5,2,500
20160725,5,3,500
20160725,6,1,5000
20160725,6,2,5000
20160725,6,3,5000
20160726,1,1,5000
20160726,1,2,20
20160726,1,3,100
20160726,2,1,2000
20160726,2,2,2000
20160726,2,3,2000
20160726,3,1,4000
20160726,3,2,3000
20160726,3,3,2000
20160726,4,1,1000
20160726,4,2,1000
20160726,4,3,1000
20160726,5,1,500
20160726,5,2,500
20160726,5,3,500
20160726,6,1,5000
20160726,6,2,5000
20160726,6,3,5000
20160727,1,1,5000
20160727,1,2,20
20160727,1,3,100
20160727,2,1,2000
20160727,2,2,2000
20160727,2,3,2000
20160727,3,1,4000
20160727,3,2,3000
20160727,3,3,2000
20160727,4,1,1000
20160727,4,2,1000
20160727,4,3,1000
20160727,5,1,500
20160727,5,2,500
20160727,5,3,500
20160727,6,1,5000
20160727,6,2,5000
20160727,6,3,5000
20160728,1,1,5000
20160728,1,2,20
20160728,1,3,100
20160728,2,1,2000
20160728,2,2,2000
20160728,2,3,2000
20160728,3,1,4000
20160728,3,2,3000
20160728,3,3,2000
20160728,4,1,1000
20160728,4,2,1000
20160728,4,3,1000
20160728,5,1,500
20160728,5,2,500
20160728,5,3,500
20160728,6,1,5000
20160728,6,2,5000
20160728,6,3,5000
20160729,1,1,5000
20160729,1,2,20
20160729,1,3,100
20160729,2,1,2000
20160729,2,2,2000
20160729,2,3,2000
20160729,3,1,4000
20160729,3,2,3000
20160729,3,3,2000
20160729,4,1,1000
20160729,4,2,1000
20160729,4,3,1000
20160729,5,1,500
20160729,5,2,500
20160729,5,3,500
20160729,6,1,5000
20160729,6,2,5000
20160729,6,3,5000
20160730,1,1,5000
20160730,1,2,20
20160730,1,3,100
20160730,2,1,2000
20160730,2,2,2000
20160730,2,3,2000
20160730,3,1,4000
20160730,3,2,3000
20160730,3,3,2000
20160730,4,1,1000
20160730,4,2,1000
20160730,4,3,1000
20160730,5,1,500
20160730,5,2,500
20160730,5,3,500
20160730,6,1,5000
20160730,6,2,5000
20160730,6,3,5000
20160731,1,1,5000
20160731,1,2,20
20160731,1,3,100
20160731,2,1,2000
20160731,2,2,2000
20160731,2,3,2000
20160731,3,1,4000
20160731,3,2,3000
20160731,3,3,2000
20160731,4,1,1000
20160731,4,2,1000
20160731,4,3,1000
20160731,5,1,500
20160731,5,2,500
20160731,5,3,500
20160731,6,1,5000
20160731,6,2,5000
20160731,6,3,5000
